epoch,acc,loss,val_acc,val_loss
0,0.165110977377,0.0761186078274,0.184701502546,0.0374689830921
1,0.179941929019,0.0311412064633,0.182006644224,0.0257362126563
2,0.179941926543,0.0240409028297,0.182628520908,0.0209497000457
3,0.17994192595,0.0208169326161,0.184701503213,0.0239742258888
4,0.179916002742,0.0218744005477,0.184701499803,0.0195407315496
